week_start,new_customers,promo_investment,ppc_brand_investment,ppc_generic_investment,facebook_investment,instagram_investment,year,week,promo_investment_lag0,ppc_brand_investment_lag0,ppc_generic_investment_lag3,facebook_investment_lag2,instagram_investment_lag6,time,sin_52_1,cos_52_1,sin_52_2,cos_52_2
2023-03-13,3288,20216,3187,38195,13438,20861,2023,11,20216,3187,26566,6375,12071,260,-1.22E-15,1,-2.45E-15,1
2023-03-20,2383,13028,5614,35241,14422,16791,2023,12,13028,5614,25934,14251,9965,261,0.1205366803,0.9927088741,0.2393156643,0.9709418174
2023-03-27,2908,13399,5245,26648,10756,14339,2023,13,13399,5245,34629,13438,10414,262,0.2393156643,0.9709418174,0.464723172,0.8854560257
2023-04-03,3091,9743,6227,29248,14548,14522,2023,14,9743,6227,38195,14422,11059,263,0.354604887,0.9350162427,0.6631226582,0.7485107482
2023-04-10,3465,34632,7012,40338,15138,25028,2023,15,34632,7012,35241,10756,11584,264,0.464723172,0.8854560257,0.8229838659,0.5680647467
2023-04-17,3649,25770,7977,36813,15728,23022,2023,16,25770,7977,26648,14548,22413,265,0.5680647467,0.8229838659,0.9350162427,0.354604887
2023-04-24,4821,110880,7967,28546,12989,20616,2023,17,110880,7967,29248,15138,20861,266,0.6631226582,0.7485107482,0.9927088741,0.1205366803
2023-05-01,5249,90379,13870,31113,11888,19074,2023,18,90379,13870,40338,15728,16791,267,0.7485107482,0.6631226582,0.9927088741,-0.1205366803
2023-05-08,6000,83221,9976,23944,9671,12711,2023,19,83221,9976,36813,12989,14339,268,0.8229838659,0.5680647467,0.9350162427,-0.354604887
2023-05-15,4370,150000,8308,20219,6234,10372,2023,20,150000,8308,28546,11888,14522,269,0.8854560257,0.464723172,0.8229838659,-0.5680647467
2023-05-22,4759,104448,5686,16329,5067,7436,2023,21,104448,5686,31113,9671,25028,270,0.9350162427,0.354604887,0.6631226582,-0.7485107482
2023-05-29,2613,39262,2704,11085,5616,6400,2023,22,39262,2704,23944,6234,23022,271,0.9709418174,0.2393156643,0.464723172,-0.8854560257
2023-06-05,3413,8923,3530,26110,6039,7250,2023,23,8923,3530,20219,5067,20616,272,0.9927088741,0.1205366803,0.2393156643,-0.9709418174
2023-06-12,2783,7313,3140,12894,4468,5900,2023,24,7313,3140,16329,5616,19074,273,1,-4.90E-16,-9.81E-16,-1
2023-06-19,2304,9118,2578,5656,681,2819,2023,25,9118,2578,11085,6039,12711,274,0.9927088741,-0.1205366803,-0.2393156643,-0.9709418174
2023-06-26,1410,8917,1677,6479,2313,2757,2023,26,8917,1677,26110,4468,10372,275,0.9709418174,-0.2393156643,-0.464723172,-0.8854560257
2023-07-03,1162,7188,1813,8893,2764,3813,2023,27,7188,1813,12894,681,7436,276,0.9350162427,-0.354604887,-0.6631226582,-0.7485107482
2023-07-10,2743,9970,969,18073,6388,11922,2023,28,9970,969,5656,2313,6400,277,0.8854560257,-0.464723172,-0.8229838659,-0.5680647467
